order_id,user_id,order_date,pay_time,province,channel,order_status,gross_amount,discount_amount,paid_amount
O001326,U00541,2026-04-24,2026-04-24 20:03:00,北京,搜索,paid,54.23,8.65,45.58
O001327,U00208,2026-04-24,,浙江,自然流量,cancelled,160.3,18.71,0.0
O001328,U00092,2026-04-24,2026-04-24 11:48:00,江苏,直播,paid,1099.24,42.52,1056.72
O001329,U00766,2026-04-24,2026-04-24 12:48:00,山东,自然流量,paid,616.09,99.47,516.62
O001330,U00364,2026-04-24,2026-04-24 18:55:00,北京,推荐,paid,593.23,56.16,537.07
O001331,U00010,2026-04-24,2026-04-24 08:30:00,四川,推荐,paid,854.98,77.79,777.19
O001332,U00480,2026-04-24,2026-04-24 11:49:00,四川,推荐,paid,634.32,15.48,618.84
O001333,U00159,2026-04-24,2026-04-24 14:31:00,江苏,自然流量,paid,169.85,6.67,163.18
O001334,U00233,2026-04-24,2026-04-24 08:43:00,浙江,自然流量,paid,576.52,85.17,491.35
O001335,U00563,2026-04-24,2026-04-24 12:13:00,湖北,搜索,paid,416.98,61.61,355.37
O001336,U00191,2026-04-24,2026-04-24 20:35:00,浙江,自然流量,paid,416.14,52.86,363.28
O001337,U00467,2026-04-24,2026-04-24 11:15:00,江苏,自然流量,paid,171.53,15.42,156.11
O001338,U00374,2026-04-24,,湖北,推荐,cancelled,2317.75,390.4,0.0
O001339,U00373,2026-04-24,,浙江,自然流量,cancelled,834.72,109.49,0.0
O001340,U00141,2026-04-24,2026-04-24 21:38:00,湖北,搜索,paid,316.48,11.75,304.73
O001341,U00077,2026-04-24,2026-04-24 19:48:00,山东,直播,paid,56.09,4.51,51.58
O001342,U00564,2026-04-24,2026-04-24 18:14:00,山东,广告,paid,59.55,7.05,52.5
O001343,U00093,2026-04-24,2026-04-24 21:54:00,湖北,自然流量,paid,741.15,110.68,630.47
O001344,U00328,2026-04-24,2026-04-24 23:21:00,上海,搜索,paid,362.38,59.77,302.61
O001345,U00138,2026-04-24,2026-04-24 09:48:00,浙江,自然流量,paid,200.94,8.99,191.95
O001346,U00613,2026-04-24,2026-04-24 19:49:00,浙江,搜索,paid,504.41,71.29,433.12
O001347,U00792,2026-04-24,2026-04-24 22:07:00,江苏,搜索,paid,175.17,5.22,169.95
O001348,U00270,2026-04-24,2026-04-24 10:53:00,浙江,直播,paid,1456.5,132.2,1324.3
O001349,U00333,2026-04-24,2026-04-24 20:43:00,江苏,推荐,paid,87.98,12.61,75.37
O001350,U00152,2026-04-24,2026-04-24 12:00:00,山东,直播,paid,1640.28,145.29,1494.99
O001351,U00387,2026-04-24,2026-04-24 23:38:00,广东,推荐,paid,1978.08,206.99,1771.09
O001352,U00530,2026-04-24,2026-04-24 15:16:00,广东,广告,paid,550.88,79.78,471.1
O001353,U00619,2026-04-24,2026-04-24 21:16:00,浙江,直播,paid,406.05,63.59,342.46
O001354,U00322,2026-04-24,2026-04-24 22:31:00,浙江,自然流量,paid,156.61,18.05,138.56
O001355,U00353,2026-04-24,2026-04-24 13:30:00,山东,自然流量,paid,443.81,27.32,416.49
O001356,U00413,2026-04-24,2026-04-24 10:53:00,江苏,推荐,paid,882.99,32.69,850.3
O001357,U00667,2026-04-25,2026-04-25 13:39:00,浙江,直播,paid,149.53,21.64,127.89
O001358,U00381,2026-04-25,2026-04-25 11:53:00,北京,自然流量,paid,353.45,17.01,336.44
O001359,U00593,2026-04-25,2026-04-25 08:06:00,浙江,自然流量,paid,1985.21,292.13,1693.08
O001360,U00273,2026-04-25,2026-04-25 22:29:00,浙江,自然流量,paid,181.83,28.9,152.93
O001361,U00778,2026-04-25,2026-04-25 21:53:00,四川,自然流量,paid,1460.59,77.98,1382.61
O001362,U00260,2026-04-25,2026-04-25 22:27:00,山东,广告,paid,679.88,74.86,605.02
O001363,U00569,2026-04-25,2026-04-25 19:39:00,山东,自然流量,paid,175.7,5.23,170.47
O001364,U00564,2026-04-25,2026-04-25 23:11:00,山东,搜索,paid,342.5,61.17,281.33
O001365,U00090,2026-04-25,2026-04-25 21:45:00,广东,自然流量,paid,662.5,19.56,642.94
O001366,U00405,2026-04-25,2026-04-25 23:16:00,江苏,推荐,paid,586.9,103.5,483.4
O001367,U00642,2026-04-25,2026-04-25 21:54:00,江苏,推荐,paid,419.49,32.78,386.71
O001368,U00174,2026-04-25,2026-04-25 19:49:00,广东,自然流量,paid,1408.5,202.07,1206.43
O001369,U00307,2026-04-25,2026-04-25 13:57:00,广东,直播,paid,195.91,22.25,173.66
O001370,U00198,2026-04-25,2026-04-25 15:21:00,北京,自然流量,paid,1296.68,49.49,1247.19
O001371,U00736,2026-04-25,2026-04-25 15:12:00,北京,推荐,paid,1502.31,179.98,1322.33
O001372,U00302,2026-04-25,2026-04-25 15:07:00,北京,直播,paid,444.42,10.78,433.64
O001373,U00276,2026-04-25,2026-04-25 12:03:00,山东,直播,paid,1484.18,174.95,1309.23
O001374,U00249,2026-04-25,2026-04-25 08:24:00,北京,广告,paid,589.79,26.9,562.89
O001375,U00794,2026-04-25,2026-04-25 12:11:00,广东,直播,paid,172.56,6.15,166.41
O001376,U00078,2026-04-25,2026-04-25 23:20:00,北京,推荐,paid,523.4,90.09,433.31
O001377,U00521,2026-04-25,2026-04-25 22:51:00,山东,推荐,paid,55.88,4.92,50.96
O001378,U00028,2026-04-25,2026-04-25 09:12:00,江苏,自然流量,paid,431.38,18.11,413.27
O001379,U00109,2026-04-25,2026-04-25 11:19:00,上海,自然流量,paid,695.47,78.66,616.81
O001380,U00051,2026-04-25,2026-04-25 12:09:00,上海,搜索,paid,747.91,45.03,702.88
O001381,U00514,2026-04-25,2026-04-25 13:47:00,湖北,推荐,paid,524.61,19.68,504.93
O001382,U00008,2026-04-25,2026-04-25 14:56:00,广东,搜索,paid,614.16,68.74,545.42
O001383,U00175,2026-04-25,,上海,推荐,cancelled,49.35,1.44,0.0
O001384,U00734,2026-04-25,2026-04-25 19:47:00,北京,推荐,paid,1191.58,119.82,1071.76
O001385,U00197,2026-04-25,2026-04-25 13:23:00,江苏,直播,paid,1522.1,172.79,1349.31
O001386,U00222,2026-04-25,2026-04-25 13:11:00,湖北,直播,paid,227.65,10.7,216.95
O001387,U00359,2026-04-25,2026-04-25 13:35:00,山东,自然流量,paid,571.69,38.86,532.83
O001388,U00604,2026-04-25,2026-04-25 16:05:00,四川,直播,paid,1146.5,52.74,1093.76
O001389,U00588,2026-04-25,2026-04-25 12:26:00,北京,自然流量,paid,66.91,6.08,60.83
O001390,U00269,2026-04-25,2026-04-25 08:45:00,浙江,广告,paid,984.78,121.64,863.14
O001391,U00077,2026-04-25,2026-04-25 12:10:00,山东,自然流量,paid,52.22,6.22,46.0
O001392,U00475,2026-04-25,,湖北,自然流量,cancelled,514.96,12.05,0.0
O001393,U00498,2026-04-25,2026-04-25 09:30:00,广东,推荐,paid,721.76,110.4,611.36
O001394,U00133,2026-04-25,2026-04-25 13:12:00,山东,搜索,paid,459.67,25.98,433.69
O001395,U00093,2026-04-25,2026-04-25 14:50:00,湖北,搜索,paid,310.24,49.26,260.98
O001396,U00013,2026-04-25,2026-04-25 11:24:00,四川,推荐,paid,1767.12,300.75,1466.37
O001397,U00295,2026-04-25,2026-04-25 23:26:00,广东,自然流量,paid,607.27,63.0,544.27
O001398,U00771,2026-04-25,2026-04-25 16:56:00,上海,自然流量,paid,299.2,52.64,246.56
O001399,U00072,2026-04-25,2026-04-25 23:39:00,山东,搜索,paid,669.76,102.97,566.79
O001400,U00194,2026-04-25,2026-04-25 16:04:00,四川,自然流量,paid,576.69,39.92,536.77
O001401,U00173,2026-04-25,2026-04-25 19:55:00,广东,自然流量,paid,841.23,18.28,822.95
O001402,U00549,2026-04-25,2026-04-25 16:04:00,广东,搜索,paid,210.16,21.54,188.62
O001403,U00004,2026-04-25,2026-04-25 08:53:00,北京,推荐,paid,541.39,31.14,510.25
O001404,U00596,2026-04-25,2026-04-25 21:47:00,山东,直播,paid,417.67,51.63,366.04
O001405,U00228,2026-04-25,,北京,搜索,cancelled,232.18,31.68,0.0
O001406,U00771,2026-04-25,2026-04-25 20:35:00,上海,搜索,paid,477.48,67.23,410.25
O001407,U00069,2026-04-25,2026-04-25 09:03:00,湖北,搜索,paid,246.55,28.95,217.6
O001408,U00487,2026-04-25,2026-04-25 08:18:00,山东,广告,paid,519.61,57.12,462.49
O001409,U00373,2026-04-25,2026-04-25 21:37:00,浙江,搜索,paid,202.32,12.69,189.63
O001410,U00217,2026-04-25,2026-04-25 11:35:00,江苏,自然流量,paid,499.09,65.95,433.14
O001411,U00188,2026-04-25,2026-04-25 21:21:00,江苏,推荐,paid,675.25,62.35,612.9
O001412,U00779,2026-04-25,2026-04-25 23:25:00,北京,搜索,paid,432.71,20.37,412.34
O001413,U00687,2026-04-25,2026-04-25 21:48:00,江苏,推荐,paid,211.79,26.19,185.6
O001414,U00080,2026-04-25,2026-04-25 08:30:00,广东,推荐,paid,583.37,82.89,500.48
O001415,U00595,2026-04-25,2026-04-25 13:31:00,浙江,推荐,paid,141.99,15.03,126.96
O001416,U00158,2026-04-25,2026-04-25 17:39:00,江苏,搜索,paid,1349.02,118.26,1230.76
O001417,U00415,2026-04-25,2026-04-25 10:43:00,浙江,推荐,paid,231.16,40.59,190.57
O001418,U00335,2026-04-25,,湖北,搜索,cancelled,555.52,61.38,0.0
O001419,U00028,2026-04-25,2026-04-25 16:38:00,江苏,广告,paid,512.46,10.41,502.05
O001420,U00279,2026-04-25,2026-04-25 10:29:00,湖北,自然流量,paid,644.78,97.7,547.08
O001421,U00115,2026-04-25,2026-04-25 09:06:00,北京,搜索,paid,970.67,156.55,814.12
O001422,U00259,2026-04-25,2026-04-25 09:59:00,湖北,直播,paid,1052.26,40.31,1011.95
O001423,U00160,2026-04-25,2026-04-25 10:29:00,四川,搜索,paid,362.21,38.51,323.7
O001424,U00154,2026-04-25,2026-04-25 18:48:00,山东,搜索,paid,45.06,6.91,38.15
O001425,U00677,2026-04-25,2026-04-25 22:40:00,湖北,直播,paid,1977.54,97.72,1879.82
O001426,U00430,2026-04-26,2026-04-26 11:10:00,江苏,推荐,paid,370.15,30.2,339.95
O001427,U00416,2026-04-26,2026-04-26 09:40:00,上海,搜索,paid,315.94,12.39,303.55
O001428,U00180,2026-04-26,2026-04-26 20:40:00,北京,广告,paid,171.0,25.39,145.61
O001429,U00658,2026-04-26,,浙江,自然流量,cancelled,293.78,6.39,0.0
O001430,U00678,2026-04-26,2026-04-26 12:14:00,上海,广告,paid,228.14,25.94,202.2
O001431,U00255,2026-04-26,2026-04-26 15:39:00,湖北,自然流量,paid,167.28,22.19,145.09
O001432,U00780,2026-04-26,2026-04-26 15:44:00,湖北,搜索,paid,1066.11,81.35,984.76
O001433,U00262,2026-04-26,2026-04-26 08:15:00,江苏,搜索,paid,372.56,24.05,348.51
O001434,U00719,2026-04-26,2026-04-26 23:15:00,山东,自然流量,paid,55.71,6.19,49.52
O001435,U00284,2026-04-26,2026-04-26 20:51:00,广东,广告,paid,873.6,22.85,850.75
O001436,U00795,2026-04-26,2026-04-26 23:58:00,上海,推荐,paid,183.08,20.27,162.81
O001437,U00683,2026-04-26,2026-04-26 21:36:00,湖北,广告,paid,320.95,15.89,305.06
O001438,U00012,2026-04-26,2026-04-26 12:37:00,广东,搜索,paid,1557.22,194.92,1362.3
O001439,U00618,2026-04-26,2026-04-26 20:35:00,四川,直播,paid,544.7,86.29,458.41
O001440,U00728,2026-04-26,2026-04-26 13:03:00,江苏,搜索,paid,581.72,35.35,546.37
O001441,U00258,2026-04-26,2026-04-26 10:09:00,四川,直播,paid,322.55,56.82,265.73
O001442,U00413,2026-04-26,2026-04-26 20:09:00,江苏,自然流量,paid,604.69,79.66,525.03
O001443,U00742,2026-04-26,2026-04-26 14:33:00,浙江,推荐,paid,1310.61,51.0,1259.61
O001444,U00508,2026-04-26,2026-04-26 17:10:00,浙江,搜索,paid,523.08,66.65,456.43
O001445,U00684,2026-04-26,2026-04-26 23:27:00,上海,广告,paid,1077.21,119.82,957.39
O001446,U00105,2026-04-26,2026-04-26 09:41:00,湖北,推荐,paid,1949.75,326.38,1623.37
O001447,U00379,2026-04-26,2026-04-26 22:39:00,江苏,搜索,paid,238.54,40.47,198.07
O001448,U00103,2026-04-26,2026-04-26 17:54:00,山东,广告,paid,388.79,64.72,324.07
O001449,U00318,2026-04-26,,广东,自然流量,cancelled,223.7,38.99,0.0
O001450,U00677,2026-04-26,2026-04-26 10:31:00,湖北,推荐,paid,360.97,44.32,316.65
O001451,U00359,2026-04-26,2026-04-26 10:37:00,山东,自然流量,paid,102.5,11.85,90.65
O001452,U00496,2026-04-26,2026-04-26 22:18:00,上海,自然流量,paid,615.14,42.86,572.28
O001453,U00001,2026-04-26,2026-04-26 10:59:00,江苏,直播,paid,207.42,11.63,195.79
O001454,U00006,2026-04-26,2026-04-26 19:05:00,四川,推荐,paid,369.62,65.2,304.42
O001455,U00245,2026-04-26,2026-04-26 16:02:00,浙江,广告,paid,316.22,16.07,300.15
O001456,U00076,2026-04-26,2026-04-26 11:20:00,四川,推荐,paid,298.65,41.17,257.48
O001457,U00463,2026-04-26,2026-04-26 09:41:00,浙江,自然流量,paid,169.19,28.34,140.85
O001458,U00485,2026-04-26,2026-04-26 16:01:00,上海,自然流量,paid,272.87,19.07,253.8
O001459,U00255,2026-04-26,2026-04-26 20:25:00,湖北,推荐,paid,43.11,5.56,37.55
O001460,U00786,2026-04-26,2026-04-26 16:40:00,山东,广告,paid,451.62,37.89,413.73
O001461,U00762,2026-04-26,2026-04-26 10:57:00,江苏,自然流量,paid,490.34,64.55,425.79
O001462,U00709,2026-04-26,2026-04-26 17:16:00,四川,搜索,paid,708.37,125.86,582.51
O001463,U00516,2026-04-26,2026-04-26 13:02:00,四川,广告,paid,815.77,142.77,673.0
O001464,U00733,2026-04-26,2026-04-26 12:51:00,湖北,自然流量,paid,535.56,27.82,507.74
O001465,U00103,2026-04-26,2026-04-26 13:42:00,山东,自然流量,paid,430.62,36.13,394.49
O001466,U00609,2026-04-26,2026-04-26 17:30:00,北京,推荐,paid,685.4,91.7,593.7
O001467,U00059,2026-04-26,2026-04-26 10:18:00,山东,直播,paid,359.1,11.77,347.33
O001468,U00076,2026-04-26,2026-04-26 21:11:00,四川,直播,paid,1209.71,49.8,1159.91
O001469,U00720,2026-04-26,2026-04-26 17:01:00,江苏,直播,paid,1477.59,120.42,1357.17
O001470,U00498,2026-04-26,2026-04-26 09:25:00,广东,直播,paid,154.97,26.11,128.86
O001471,U00406,2026-04-26,2026-04-26 21:17:00,浙江,搜索,paid,57.68,7.07,50.61
O001472,U00559,2026-04-27,2026-04-27 15:40:00,广东,推荐,paid,62.87,1.85,61.02
O001473,U00162,2026-04-27,2026-04-27 11:36:00,湖北,推荐,paid,232.54,18.29,214.25
O001474,U00192,2026-04-27,2026-04-27 19:58:00,江苏,广告,paid,207.61,36.27,171.34
O001475,U00505,2026-04-27,2026-04-27 18:18:00,四川,广告,paid,1108.77,46.49,1062.28
O001476,U00620,2026-04-27,2026-04-27 11:45:00,四川,搜索,paid,482.26,58.3,423.96
O001477,U00399,2026-04-27,2026-04-27 13:38:00,上海,搜索,paid,286.22,24.32,261.9
O001478,U00380,2026-04-27,2026-04-27 21:06:00,四川,自然流量,paid,159.02,9.15,149.87
O001479,U00143,2026-04-27,2026-04-27 20:01:00,山东,搜索,paid,282.45,39.89,242.56
O001480,U00362,2026-04-27,2026-04-27 10:28:00,四川,直播,paid,458.25,59.09,399.16
O001481,U00744,2026-04-27,2026-04-27 09:23:00,四川,推荐,paid,43.97,4.58,39.39
O001482,U00262,2026-04-27,2026-04-27 16:46:00,江苏,搜索,paid,168.35,22.48,145.87
O001483,U00219,2026-04-27,2026-04-27 10:48:00,上海,自然流量,paid,543.16,50.86,492.3
O001484,U00538,2026-04-27,2026-04-27 18:24:00,湖北,推荐,paid,1083.9,58.93,1024.97
O001485,U00568,2026-04-27,2026-04-27 22:03:00,山东,自然流量,paid,675.23,53.94,621.29
O001486,U00249,2026-04-27,2026-04-27 08:38:00,北京,广告,paid,1025.21,50.95,974.26
O001487,U00501,2026-04-27,2026-04-27 09:11:00,北京,自然流量,paid,1230.29,81.51,1148.78
O001488,U00137,2026-04-27,2026-04-27 15:39:00,北京,搜索,paid,1104.98,105.79,999.19
O001489,U00164,2026-04-27,2026-04-27 11:16:00,四川,自然流量,paid,49.18,2.42,46.76
O001490,U00001,2026-04-27,2026-04-27 17:31:00,江苏,自然流量,paid,41.02,2.21,38.81
O001491,U00620,2026-04-27,2026-04-27 16:44:00,四川,推荐,paid,356.38,11.92,344.46
O001492,U00399,2026-04-27,,上海,自然流量,cancelled,422.21,22.07,0.0
O001493,U00031,2026-04-27,2026-04-27 12:58:00,山东,自然流量,paid,610.33,82.98,527.35
O001494,U00461,2026-04-27,2026-04-27 19:03:00,上海,搜索,paid,811.47,43.15,768.32
O001495,U00036,2026-04-27,2026-04-27 09:40:00,上海,搜索,paid,529.17,72.21,456.96
O001496,U00726,2026-04-27,2026-04-27 21:29:00,四川,搜索,paid,990.27,100.03,890.24
O001497,U00381,2026-04-27,2026-04-27 19:40:00,北京,推荐,paid,472.9,59.57,413.33
O001498,U00414,2026-04-27,2026-04-27 23:47:00,湖北,直播,paid,892.93,158.0,734.93
O001499,U00555,2026-04-27,2026-04-27 09:37:00,山东,推荐,paid,194.93,19.68,175.25
O001500,U00323,2026-04-27,2026-04-27 17:13:00,山东,直播,paid,388.45,61.99,326.46
O001501,U00764,2026-04-27,2026-04-27 10:42:00,四川,自然流量,paid,349.75,36.86,312.89
O001502,U00107,2026-04-27,2026-04-27 14:52:00,广东,搜索,paid,1420.05,65.52,1354.53
O001503,U00544,2026-04-27,2026-04-27 20:45:00,广东,推荐,paid,92.8,4.26,88.54
O001504,U00517,2026-04-27,2026-04-27 22:33:00,浙江,推荐,paid,223.28,9.07,214.21
O001505,U00665,2026-04-27,2026-04-27 10:46:00,浙江,搜索,paid,276.02,22.5,253.52
O001506,U00741,2026-04-27,2026-04-27 16:25:00,山东,自然流量,paid,571.64,60.5,511.14
O001507,U00639,2026-04-27,2026-04-27 22:09:00,山东,自然流量,paid,180.55,21.55,159.0
O001508,U00123,2026-04-27,2026-04-27 11:26:00,北京,自然流量,paid,50.68,2.09,48.59
O001509,U00327,2026-04-27,2026-04-27 20:20:00,湖北,推荐,paid,263.14,27.27,235.87
O001510,U00777,2026-04-27,2026-04-27 09:24:00,山东,搜索,paid,42.19,0.88,41.31
O001511,U00346,2026-04-27,2026-04-27 12:11:00,北京,搜索,paid,534.77,38.51,496.26
O001512,U00310,2026-04-27,2026-04-27 14:12:00,江苏,自然流量,paid,453.14,67.19,385.95
O001513,U00548,2026-04-27,2026-04-27 09:56:00,北京,广告,paid,614.55,52.43,562.12
O001514,U00275,2026-04-27,2026-04-27 09:34:00,湖北,自然流量,paid,652.3,47.78,604.52
O001515,U00548,2026-04-27,,北京,自然流量,cancelled,529.77,64.67,0.0
O001516,U00497,2026-04-27,2026-04-27 20:39:00,江苏,直播,paid,468.87,25.11,443.76
O001517,U00014,2026-04-27,2026-04-27 17:32:00,广东,搜索,paid,442.21,57.76,384.45
O001518,U00015,2026-04-27,2026-04-27 09:08:00,浙江,推荐,paid,340.94,55.27,285.67
O001519,U00443,2026-04-27,2026-04-27 15:05:00,浙江,自然流量,paid,55.04,1.49,53.55
O001520,U00544,2026-04-27,2026-04-27 17:09:00,广东,推荐,paid,273.5,25.98,247.52
O001521,U00483,2026-04-27,2026-04-27 21:47:00,北京,搜索,paid,453.84,31.5,422.34
O001522,U00704,2026-04-27,2026-04-27 20:44:00,山东,搜索,paid,227.68,26.64,201.04
O001523,U00284,2026-04-27,2026-04-27 19:46:00,广东,自然流量,paid,354.93,8.87,346.06
O001524,U00734,2026-04-27,2026-04-27 22:12:00,北京,推荐,paid,370.66,13.26,357.4
O001525,U00394,2026-04-27,2026-04-27 10:29:00,山东,搜索,paid,671.78,70.36,601.42
O001526,U00154,2026-04-27,2026-04-27 08:59:00,山东,搜索,paid,331.7,28.62,303.08
O001527,U00157,2026-04-27,2026-04-27 08:09:00,广东,自然流量,paid,257.35,44.09,213.26
O001528,U00234,2026-04-27,2026-04-27 22:03:00,上海,搜索,paid,399.78,59.13,340.65
O001529,U00566,2026-04-27,2026-04-27 21:31:00,湖北,搜索,paid,476.31,69.81,406.5
O001530,U00208,2026-04-27,2026-04-27 18:31:00,浙江,推荐,paid,472.53,53.54,418.99
O001531,U00572,2026-04-27,2026-04-27 08:43:00,四川,推荐,paid,1466.93,231.48,1235.45
O001532,U00082,2026-04-27,2026-04-27 08:40:00,上海,自然流量,paid,295.05,37.43,257.62
O001533,U00756,2026-04-27,2026-04-27 20:54:00,浙江,自然流量,paid,1082.56,115.19,967.37
O001534,U00781,2026-04-27,2026-04-27 11:03:00,湖北,自然流量,paid,583.49,67.31,516.18
O001535,U00136,2026-04-27,2026-04-27 16:57:00,江苏,自然流量,paid,52.96,3.02,49.94
O001536,U00679,2026-04-27,2026-04-27 21:31:00,上海,广告,paid,1148.68,81.08,1067.6
O001537,U00524,2026-04-27,2026-04-27 11:49:00,江苏,推荐,paid,711.24,41.1,670.14
O001538,U00674,2026-04-27,2026-04-27 22:43:00,浙江,直播,paid,268.65,38.37,230.28
O001539,U00367,2026-04-27,2026-04-27 09:19:00,广东,自然流量,paid,343.16,22.25,320.91
O001540,U00522,2026-04-27,2026-04-27 11:48:00,山东,推荐,paid,252.15,7.12,245.03
O001541,U00233,2026-04-27,2026-04-27 10:47:00,浙江,广告,paid,861.9,130.2,731.7
O001542,U00551,2026-04-27,2026-04-27 17:16:00,广东,自然流量,paid,1132.62,87.38,1045.24
O001543,U00485,2026-04-27,2026-04-27 12:39:00,上海,推荐,paid,901.89,80.38,821.51
O001544,U00224,2026-04-27,2026-04-27 13:38:00,四川,直播,paid,252.47,19.84,232.63
O001545,U00686,2026-04-27,2026-04-27 09:08:00,湖北,自然流量,paid,575.58,30.7,544.88
O001546,U00340,2026-04-28,,四川,推荐,cancelled,258.24,12.4,0.0
O001547,U00755,2026-04-28,2026-04-28 08:29:00,江苏,搜索,paid,324.66,47.9,276.76
O001548,U00308,2026-04-28,2026-04-28 19:34:00,浙江,搜索,paid,333.76,25.12,308.64
O001549,U00085,2026-04-28,2026-04-28 11:25:00,上海,广告,paid,700.74,32.58,668.16
O001550,U00074,2026-04-28,,湖北,推荐,cancelled,621.02,81.88,0.0
O001551,U00605,2026-04-28,2026-04-28 12:34:00,湖北,自然流量,paid,164.78,6.68,158.1
O001552,U00681,2026-04-28,2026-04-28 19:59:00,浙江,推荐,paid,828.32,129.58,698.74
O001553,U00589,2026-04-28,2026-04-28 20:26:00,四川,推荐,paid,611.09,70.87,540.22
O001554,U00080,2026-04-28,,广东,自然流量,cancelled,815.64,125.71,0.0
O001555,U00716,2026-04-28,2026-04-28 21:35:00,北京,广告,paid,62.87,8.55,54.32
O001556,U00432,2026-04-28,2026-04-28 17:17:00,山东,搜索,paid,513.68,37.18,476.5
O001557,U00124,2026-04-28,2026-04-28 20:58:00,上海,自然流量,paid,53.87,5.02,48.85
O001558,U00315,2026-04-28,2026-04-28 19:47:00,北京,自然流量,paid,918.98,101.84,817.14
O001559,U00391,2026-04-28,2026-04-28 16:51:00,广东,直播,paid,90.75,8.18,82.57
O001560,U00623,2026-04-28,2026-04-28 14:53:00,北京,自然流量,paid,1579.74,215.76,1363.98
O001561,U00278,2026-04-28,,浙江,直播,cancelled,566.37,59.67,0.0
O001562,U00001,2026-04-28,2026-04-28 19:05:00,江苏,搜索,paid,742.39,38.36,704.03
O001563,U00714,2026-04-28,2026-04-28 17:00:00,江苏,直播,paid,151.1,19.66,131.44
O001564,U00293,2026-04-28,2026-04-28 19:32:00,北京,自然流量,paid,43.95,4.59,39.36
O001565,U00250,2026-04-28,2026-04-28 21:10:00,湖北,自然流量,paid,1166.06,104.13,1061.93
O001566,U00016,2026-04-28,2026-04-28 18:27:00,湖北,搜索,paid,49.87,6.03,43.84
O001567,U00339,2026-04-28,2026-04-28 14:15:00,浙江,直播,paid,549.68,86.96,462.72
O001568,U00739,2026-04-28,,广东,自然流量,cancelled,279.18,13.83,0.0
O001569,U00515,2026-04-28,2026-04-28 12:10:00,广东,搜索,paid,1118.18,80.77,1037.41
O001570,U00098,2026-04-28,2026-04-28 18:47:00,山东,自然流量,paid,190.35,6.1,184.25
O001571,U00146,2026-04-28,,山东,自然流量,cancelled,58.15,2.47,0.0
O001572,U00140,2026-04-28,2026-04-28 12:41:00,湖北,自然流量,paid,258.06,20.54,237.52
O001573,U00078,2026-04-28,2026-04-28 13:23:00,北京,自然流量,paid,363.77,20.54,343.23
O001574,U00388,2026-04-28,2026-04-28 21:43:00,湖北,广告,paid,52.81,8.09,44.72
O001575,U00130,2026-04-28,2026-04-28 16:37:00,山东,自然流量,paid,544.52,11.32,533.2
O001576,U00440,2026-04-28,2026-04-28 23:40:00,山东,自然流量,paid,1724.79,241.57,1483.22
O001577,U00249,2026-04-28,2026-04-28 20:53:00,北京,自然流量,paid,162.89,9.31,153.58
O001578,U00343,2026-04-28,,四川,推荐,cancelled,2533.21,150.49,0.0
O001579,U00427,2026-04-28,2026-04-28 19:10:00,浙江,搜索,paid,219.62,24.83,194.79
O001580,U00453,2026-04-28,,北京,直播,cancelled,824.43,108.66,0.0
O001581,U00781,2026-04-28,2026-04-28 20:31:00,湖北,推荐,paid,241.61,12.66,228.95
O001582,U00155,2026-04-28,2026-04-28 14:47:00,上海,搜索,paid,1257.66,109.34,1148.32
O001583,U00230,2026-04-28,2026-04-28 08:26:00,湖北,搜索,paid,206.58,18.32,188.26
O001584,U00403,2026-04-28,2026-04-28 10:26:00,山东,推荐,paid,526.41,74.45,451.96
O001585,U00230,2026-04-28,2026-04-28 15:01:00,湖北,推荐,paid,495.2,16.91,478.29
O001586,U00486,2026-04-29,2026-04-29 23:35:00,江苏,自然流量,paid,999.7,118.13,881.57
O001587,U00020,2026-04-29,2026-04-29 17:50:00,四川,推荐,paid,1587.37,81.64,1505.73
O001588,U00407,2026-04-29,2026-04-29 14:38:00,浙江,自然流量,paid,1228.58,204.86,1023.72
O001589,U00143,2026-04-29,2026-04-29 11:11:00,山东,推荐,paid,889.82,29.18,860.64
O001590,U00720,2026-04-29,2026-04-29 21:43:00,江苏,广告,paid,607.46,77.49,529.97
O001591,U00230,2026-04-29,2026-04-29 08:07:00,湖北,自然流量,paid,883.83,67.16,816.67
O001592,U00736,2026-04-29,2026-04-29 21:53:00,北京,自然流量,paid,598.39,99.83,498.56
O001593,U00211,2026-04-29,2026-04-29 10:55:00,山东,广告,paid,642.14,19.22,622.92
O001594,U00615,2026-04-29,2026-04-29 10:49:00,湖北,自然流量,paid,196.26,34.55,161.71
O001595,U00040,2026-04-29,2026-04-29 09:15:00,上海,自然流量,paid,316.73,50.74,265.99
O001596,U00125,2026-04-29,2026-04-29 09:13:00,山东,广告,paid,588.7,26.46,562.24
O001597,U00077,2026-04-29,2026-04-29 14:58:00,山东,搜索,paid,52.42,6.01,46.41
O001598,U00061,2026-04-29,2026-04-29 11:37:00,北京,自然流量,paid,1133.5,181.71,951.79
O001599,U00017,2026-04-29,2026-04-29 10:18:00,上海,广告,paid,568.05,61.86,506.19
O001600,U00136,2026-04-29,2026-04-29 14:27:00,江苏,直播,paid,162.39,21.36,141.03
O001601,U00523,2026-04-29,2026-04-29 11:42:00,山东,搜索,paid,586.59,58.59,528.0
O001602,U00126,2026-04-29,,江苏,直播,cancelled,503.5,13.93,0.0
O001603,U00344,2026-04-29,2026-04-29 16:52:00,山东,自然流量,paid,1769.1,54.19,1714.91
