user_id,register_date,province,city_tier,gender,age_group,member_level
U00521,2026-04-10,山东,新一线,男,18-24,普通
U00522,2026-05-19,山东,新一线,男,18-24,白银
U00523,2025-08-13,山东,一线,男,25-34,普通
U00524,2025-11-15,江苏,三线,男,35-44,普通
U00525,2026-02-16,上海,二线,男,25-34,黄金
U00526,2026-04-17,上海,新一线,女,25-34,普通
U00527,2025-12-26,湖北,新一线,女,35-44,黄金
U00528,2026-02-02,山东,新一线,女,18-24,黄金
U00529,2025-07-20,浙江,一线,女,25-34,黄金
U00530,2025-09-26,广东,新一线,男,25-34,铂金
U00531,2026-02-10,广东,新一线,女,25-34,黄金
U00532,2025-08-06,江苏,三线,女,25-34,黄金
U00533,2026-03-26,山东,一线,女,25-34,普通
U00534,2026-02-02,江苏,三线,男,25-34,白银
U00535,2025-08-23,江苏,一线,女,35-44,黄金
U00536,2026-01-29,北京,三线,女,25-34,普通
U00537,2025-09-29,北京,三线,男,25-34,白银
U00538,2025-07-22,湖北,二线,女,18-24,普通
U00539,2025-11-17,四川,一线,男,35-44,普通
U00540,2026-03-11,江苏,新一线,男,45+,普通
U00541,2025-12-14,北京,三线,女,18-24,普通
U00542,2026-01-27,山东,二线,女,25-34,普通
U00543,2025-12-09,湖北,新一线,女,25-34,白银
U00544,2025-09-29,广东,新一线,女,25-34,普通
U00545,2026-01-03,广东,二线,男,25-34,普通
U00546,2025-09-04,上海,新一线,男,25-34,普通
U00547,2026-03-02,四川,二线,男,35-44,白银
U00548,2025-08-18,北京,一线,男,18-24,白银
U00549,2025-10-20,广东,新一线,女,25-34,普通
U00550,2025-07-13,上海,三线,女,25-34,白银
U00551,2025-07-07,广东,二线,女,45+,白银
U00552,2026-05-28,北京,三线,女,35-44,普通
U00553,2025-10-22,山东,二线,女,35-44,普通
U00554,2025-08-24,上海,二线,女,25-34,普通
U00555,2025-08-27,山东,一线,男,25-34,普通
U00556,2025-11-21,北京,二线,男,25-34,普通
U00557,2025-08-01,湖北,二线,女,35-44,白银
U00558,2025-12-01,北京,三线,男,35-44,白银
U00559,2026-04-21,广东,二线,女,25-34,普通
U00560,2026-03-03,四川,二线,女,35-44,黄金
U00561,2025-10-03,北京,一线,女,35-44,白银
U00562,2026-04-15,浙江,二线,女,25-34,普通
U00563,2025-12-07,湖北,二线,男,25-34,普通
U00564,2025-09-01,山东,一线,女,25-34,黄金
U00565,2025-08-08,山东,新一线,女,35-44,普通
U00566,2025-12-02,湖北,一线,女,18-24,铂金
U00567,2025-12-25,湖北,三线,男,35-44,普通
U00568,2025-08-13,山东,二线,女,18-24,白银
U00569,2025-07-05,山东,二线,男,35-44,白银
U00570,2025-09-22,山东,一线,男,25-34,普通
U00571,2026-02-07,山东,三线,男,25-34,白银
U00572,2025-07-10,四川,新一线,男,18-24,白银
U00573,2025-10-26,四川,二线,男,25-34,白银
U00574,2025-09-26,江苏,一线,男,25-34,白银
U00575,2026-05-04,四川,三线,女,45+,普通
U00576,2026-03-10,四川,新一线,男,35-44,黄金
U00577,2025-07-12,广东,新一线,女,18-24,白银
U00578,2026-04-30,浙江,一线,男,25-34,普通
U00579,2026-05-26,北京,一线,女,18-24,普通
U00580,2025-07-13,上海,一线,男,25-34,普通
U00581,2026-03-02,浙江,新一线,女,25-34,普通
U00582,2025-08-23,北京,新一线,男,35-44,普通
U00583,2026-05-15,江苏,二线,男,18-24,普通
U00584,2025-10-13,北京,新一线,男,25-34,普通
U00585,2026-04-09,山东,新一线,女,25-34,普通
U00586,2025-07-09,江苏,一线,女,25-34,普通
U00587,2025-08-18,江苏,一线,女,25-34,普通
U00588,2025-12-01,北京,三线,男,35-44,黄金
U00589,2025-11-28,四川,二线,男,18-24,黄金
U00590,2025-07-26,上海,新一线,女,18-24,普通
U00591,2026-02-12,北京,一线,男,25-34,普通
U00592,2026-01-23,山东,二线,女,35-44,普通
U00593,2026-02-03,浙江,一线,男,35-44,铂金
U00594,2025-09-22,江苏,三线,女,25-34,白银
U00595,2026-02-12,浙江,三线,女,25-34,黄金
U00596,2025-09-07,山东,三线,男,25-34,普通
U00597,2025-11-13,四川,一线,女,35-44,白银
U00598,2026-04-24,广东,二线,女,35-44,白银
U00599,2026-02-09,广东,三线,男,35-44,普通
U00600,2026-04-14,上海,一线,女,18-24,黄金
U00601,2026-03-13,浙江,一线,女,25-34,普通
U00602,2025-11-22,上海,新一线,女,25-34,黄金
U00603,2025-08-12,山东,三线,女,25-34,黄金
U00604,2026-02-16,四川,一线,未知,35-44,普通
U00605,2026-01-25,湖北,一线,女,18-24,普通
U00606,2026-05-08,北京,新一线,女,25-34,普通
U00607,2025-07-30,广东,三线,男,35-44,白银
U00608,2026-01-05,山东,一线,男,25-34,普通
U00609,2025-12-31,北京,二线,女,18-24,普通
U00610,2025-09-12,湖北,一线,男,18-24,普通
U00611,2026-01-20,广东,三线,女,18-24,普通
U00612,2026-01-31,上海,一线,女,25-34,白银
U00613,2026-03-18,浙江,三线,男,35-44,白银
U00614,2026-02-09,山东,新一线,女,18-24,黄金
U00615,2025-08-25,湖北,二线,女,25-34,铂金
U00616,2025-11-07,北京,三线,未知,45+,普通
U00617,2025-09-09,浙江,三线,女,35-44,普通
U00618,2026-04-09,四川,新一线,男,25-34,普通
U00619,2025-12-26,浙江,新一线,女,35-44,普通
U00620,2025-08-31,四川,三线,女,45+,白银
U00621,2026-04-02,北京,三线,女,25-34,普通
U00622,2025-09-15,上海,一线,男,35-44,普通
U00623,2025-11-26,北京,新一线,女,35-44,普通
U00624,2026-04-06,上海,二线,女,18-24,黄金
U00625,2026-04-16,广东,三线,男,35-44,白银
U00626,2025-11-27,上海,三线,男,45+,铂金
U00627,2025-12-10,上海,一线,女,18-24,黄金
U00628,2026-02-14,广东,二线,女,25-34,白银
U00629,2025-10-10,北京,三线,男,35-44,普通
U00630,2025-09-29,江苏,三线,男,25-34,普通
U00631,2025-09-23,北京,一线,男,35-44,普通
U00632,2025-09-19,四川,一线,女,25-34,黄金
U00633,2025-12-04,山东,二线,男,35-44,普通
U00634,2025-10-05,江苏,新一线,男,25-34,普通
U00635,2025-10-24,广东,二线,男,25-34,铂金
U00636,2026-05-15,山东,一线,男,25-34,普通
U00637,2026-05-27,广东,一线,女,25-34,黄金
U00638,2025-08-30,湖北,二线,女,25-34,黄金
U00639,2026-01-10,山东,三线,男,35-44,普通
U00640,2026-03-23,江苏,一线,男,45+,普通
U00641,2025-07-06,江苏,新一线,女,35-44,黄金
U00642,2026-02-05,江苏,新一线,女,35-44,铂金
U00643,2026-02-10,江苏,新一线,男,35-44,普通
U00644,2025-08-09,上海,新一线,女,25-34,白银
U00645,2025-10-27,北京,三线,男,25-34,普通
U00646,2025-07-11,湖北,一线,女,25-34,白银
U00647,2026-04-28,上海,一线,男,25-34,普通
U00648,2025-12-04,江苏,二线,女,25-34,普通
U00649,2025-07-18,山东,新一线,女,18-24,普通
U00650,2026-04-08,北京,新一线,男,35-44,铂金
U00651,2026-01-10,上海,新一线,男,18-24,白银
U00652,2026-04-04,江苏,二线,男,35-44,白银
U00653,2025-10-19,湖北,新一线,男,25-34,黄金
U00654,2025-10-10,江苏,新一线,女,25-34,普通
U00655,2026-04-10,山东,一线,男,18-24,普通
U00656,2026-04-26,山东,二线,男,35-44,普通
U00657,2025-11-25,江苏,新一线,男,25-34,白银
U00658,2025-12-06,浙江,二线,女,45+,普通
U00659,2025-12-10,广东,新一线,女,25-34,普通
U00660,2026-01-03,浙江,二线,女,25-34,普通
U00661,2025-12-06,山东,一线,男,25-34,黄金
U00662,2025-09-12,广东,二线,女,25-34,白银
U00663,2025-07-12,上海,三线,女,18-24,普通
U00664,2025-11-13,山东,新一线,男,25-34,白银
U00665,2025-11-28,浙江,三线,女,18-24,普通
U00666,2025-07-08,广东,新一线,女,18-24,普通
U00667,2026-04-18,浙江,三线,女,18-24,白银
U00668,2025-10-29,江苏,二线,男,18-24,普通
U00669,2026-01-03,湖北,三线,女,35-44,普通
U00670,2025-12-15,江苏,二线,女,25-34,普通
U00671,2025-09-30,湖北,三线,男,25-34,黄金
U00672,2026-03-24,北京,三线,未知,25-34,普通
U00673,2025-12-26,山东,三线,女,18-24,黄金
U00674,2026-02-13,浙江,新一线,男,25-34,普通
U00675,2025-10-06,浙江,二线,女,35-44,白银
U00676,2026-01-31,四川,一线,女,25-34,普通
U00677,2025-09-23,湖北,一线,男,18-24,白银
U00678,2025-09-09,上海,新一线,男,25-34,普通
U00679,2026-01-26,上海,二线,女,18-24,白银
U00680,2026-03-01,山东,新一线,男,25-34,普通
U00681,2026-04-27,浙江,二线,男,35-44,黄金
U00682,2026-05-04,江苏,新一线,男,18-24,普通
U00683,2026-03-27,湖北,新一线,女,18-24,黄金
U00684,2026-05-06,上海,一线,男,25-34,黄金
U00685,2026-04-05,上海,三线,女,25-34,普通
U00686,2026-03-31,湖北,新一线,女,25-34,白银
U00687,2025-12-29,江苏,三线,男,25-34,普通
U00688,2025-08-14,北京,三线,男,18-24,白银
U00689,2025-07-06,江苏,一线,男,18-24,黄金
U00690,2026-01-28,四川,一线,男,25-34,普通
U00691,2026-04-03,湖北,二线,女,45+,普通
U00692,2025-10-15,湖北,三线,男,25-34,普通
U00693,2025-12-07,四川,三线,女,35-44,白银
U00694,2025-10-28,山东,新一线,男,25-34,白银
U00695,2026-04-10,上海,新一线,男,25-34,黄金
U00696,2025-09-15,山东,三线,男,25-34,普通
U00697,2026-05-10,上海,三线,女,25-34,白银
U00698,2025-11-26,上海,新一线,女,25-34,普通
U00699,2026-03-25,北京,新一线,男,25-34,普通
U00700,2025-10-29,浙江,一线,男,25-34,铂金
U00701,2025-08-16,北京,三线,男,25-34,白银
U00702,2026-03-25,上海,一线,女,25-34,白银
U00703,2026-04-15,四川,二线,未知,25-34,白银
U00704,2025-10-10,山东,三线,女,25-34,普通
U00705,2025-08-26,江苏,二线,男,18-24,普通
U00706,2025-11-11,北京,三线,未知,25-34,白银
U00707,2025-12-23,山东,三线,女,35-44,普通
U00708,2025-11-12,江苏,三线,女,45+,白银
U00709,2025-10-28,四川,三线,未知,25-34,普通
U00710,2025-11-14,广东,二线,男,35-44,黄金
U00711,2025-08-10,浙江,三线,男,18-24,白银
U00712,2025-10-04,广东,三线,女,25-34,普通
U00713,2025-11-15,广东,新一线,男,25-34,白银
U00714,2025-09-20,江苏,一线,女,35-44,白银
U00715,2026-05-13,上海,一线,女,25-34,普通
U00716,2026-04-23,北京,三线,男,35-44,普通
U00717,2026-01-22,广东,新一线,男,35-44,普通
U00718,2026-04-05,上海,二线,男,35-44,普通
U00719,2025-09-02,山东,二线,女,18-24,普通
U00720,2026-04-26,江苏,二线,男,35-44,普通
U00721,2025-11-14,广东,二线,女,25-34,普通
U00722,2026-03-15,湖北,新一线,男,35-44,普通
U00723,2026-01-24,北京,三线,男,18-24,白银
U00724,2025-10-28,江苏,二线,女,25-34,黄金
U00725,2025-10-11,浙江,新一线,女,18-24,普通
U00726,2025-09-09,四川,三线,男,25-34,白银
U00727,2026-01-22,江苏,新一线,男,35-44,普通
U00728,2026-05-21,江苏,三线,女,25-34,普通
U00729,2026-04-14,北京,二线,男,18-24,黄金
U00730,2026-05-09,广东,新一线,未知,25-34,普通
U00731,2026-03-21,山东,三线,女,25-34,普通
U00732,2026-05-22,浙江,新一线,女,45+,普通
U00733,2026-05-12,湖北,一线,男,25-34,普通
U00734,2025-11-29,北京,三线,男,25-34,黄金
U00735,2026-01-04,山东,三线,男,35-44,普通
U00736,2025-10-31,北京,一线,男,25-34,普通
U00737,2026-03-02,上海,一线,女,25-34,铂金
U00738,2025-08-25,北京,新一线,男,45+,普通
U00739,2025-10-28,广东,二线,男,18-24,普通
U00740,2025-09-28,上海,一线,女,35-44,普通
U00741,2026-03-03,山东,二线,女,18-24,黄金
U00742,2026-04-05,浙江,三线,女,25-34,白银
U00743,2026-03-28,北京,二线,女,25-34,普通
U00744,2025-12-07,四川,三线,男,25-34,普通
U00745,2025-09-10,四川,二线,女,18-24,黄金
U00746,2026-03-04,北京,一线,女,35-44,白银
U00747,2025-07-06,四川,新一线,男,25-34,普通
U00748,2025-09-24,湖北,三线,男,18-24,白银
U00749,2026-03-24,北京,二线,女,25-34,普通
U00750,2025-10-07,江苏,新一线,男,18-24,普通
U00751,2026-02-19,北京,三线,男,18-24,普通
U00752,2026-04-02,上海,新一线,未知,25-34,普通
U00753,2026-02-12,上海,新一线,男,18-24,普通
U00754,2026-02-03,北京,三线,未知,25-34,白银
U00755,2025-12-19,江苏,新一线,男,35-44,普通
U00756,2026-02-28,浙江,新一线,女,25-34,普通
U00757,2025-07-09,江苏,新一线,男,45+,普通
U00758,2025-07-20,广东,三线,女,18-24,白银
U00759,2025-10-17,山东,三线,女,25-34,普通
U00760,2026-05-21,上海,一线,男,25-34,普通
U00761,2025-07-29,广东,一线,男,25-34,普通
U00762,2025-11-21,江苏,三线,女,18-24,普通
U00763,2026-03-03,浙江,二线,女,25-34,普通
U00764,2026-05-15,四川,一线,男,25-34,白银
U00765,2025-08-26,浙江,三线,男,45+,白银
U00766,2025-12-27,山东,新一线,男,25-34,白银
U00767,2025-11-08,上海,三线,女,25-34,普通
U00768,2026-03-10,广东,新一线,女,25-34,普通
U00769,2026-05-05,浙江,一线,女,25-34,黄金
U00770,2026-04-06,四川,三线,男,25-34,普通
U00771,2025-10-05,上海,二线,女,25-34,白银
U00772,2026-04-04,湖北,新一线,女,25-34,白银
U00773,2026-05-12,北京,二线,男,25-34,普通
U00774,2025-08-06,上海,新一线,男,18-24,普通
U00775,2025-10-09,江苏,一线,女,35-44,白银
U00776,2026-03-29,北京,一线,男,25-34,普通
U00777,2025-10-17,山东,一线,女,25-34,普通
U00778,2026-01-31,四川,一线,女,25-34,普通
U00779,2025-08-08,北京,一线,女,45+,普通
U00780,2025-10-29,湖北,新一线,男,25-34,白银
U00781,2025-10-02,湖北,一线,女,25-34,白银
U00782,2026-02-06,江苏,新一线,女,25-34,普通
U00783,2025-09-21,山东,二线,女,25-34,铂金
U00784,2026-01-09,湖北,三线,女,25-34,普通
U00785,2026-04-08,广东,三线,女,45+,普通
U00786,2026-02-19,山东,三线,男,18-24,普通
U00787,2025-07-11,浙江,二线,男,45+,普通
U00788,2025-12-11,上海,二线,女,25-34,白银
U00789,2026-04-21,浙江,一线,男,25-34,普通
U00790,2026-01-06,广东,新一线,男,25-34,白银
U00791,2026-04-20,广东,一线,女,35-44,普通
U00792,2026-04-24,江苏,二线,男,35-44,普通
U00793,2025-07-31,四川,二线,女,25-34,黄金
U00794,2025-09-02,广东,一线,女,25-34,普通
U00795,2026-03-28,上海,二线,女,18-24,普通
U00796,2025-10-24,浙江,一线,女,45+,铂金
U00797,2026-05-03,江苏,新一线,男,35-44,普通
U00798,2025-12-22,江苏,三线,女,18-24,普通
U00799,2025-08-15,湖北,三线,女,18-24,普通
U00800,2026-04-15,广东,三线,男,25-34,白银
