item_id,order_id,product_id,quantity,unit_price,item_amount
I0001784,O001330,P0065,1,226.11,226.11
I0001785,O001331,P0044,1,239.82,239.82
I0001786,O001331,P0029,1,307.69,307.69
I0001787,O001331,P0068,1,307.47,307.47
I0001788,O001332,P0015,2,317.16,634.32
I0001789,O001333,P0050,1,169.85,169.85
I0001790,O001334,P0014,2,288.26,576.52
I0001791,O001335,P0065,1,212.75,212.75
I0001792,O001335,P0005,1,204.23,204.23
I0001793,O001336,P0005,2,208.07,416.14
I0001794,O001337,P0057,1,171.53,171.53
I0001795,O001338,P0012,1,654.43,654.43
I0001796,O001338,P0042,2,553.82,1107.64
I0001797,O001338,P0008,1,555.68,555.68
I0001798,O001339,P0067,2,229.01,458.02
I0001799,O001339,P0034,2,188.35,376.7
I0001800,O001340,P0029,1,316.48,316.48
I0001801,O001341,P0019,1,56.09,56.09
I0001802,O001342,P0032,1,59.55,59.55
I0001803,O001343,P0036,1,268.34,268.34
I0001804,O001343,P0064,1,472.81,472.81
I0001805,O001344,P0015,1,362.38,362.38
I0001806,O001345,P0065,1,200.94,200.94
I0001807,O001346,P0020,1,504.41,504.41
I0001808,O001347,P0057,1,175.17,175.17
I0001809,O001348,P0030,1,529.13,529.13
I0001810,O001348,P0062,1,349.6,349.6
I0001811,O001348,P0008,1,577.77,577.77
I0001812,O001349,P0021,1,87.98,87.98
I0001813,O001350,P0039,3,546.76,1640.28
I0001814,O001351,P0027,3,387.2,1161.6
I0001815,O001351,P0044,1,240.8,240.8
I0001816,O001351,P0071,1,575.68,575.68
I0001817,O001352,P0030,1,550.88,550.88
I0001818,O001353,P0011,3,135.35,406.05
I0001819,O001354,P0058,1,156.61,156.61
I0001820,O001355,P0004,1,443.81,443.81
I0001821,O001356,P0024,1,269.1,269.1
I0001822,O001356,P0008,1,613.89,613.89
I0001823,O001357,P0063,1,149.53,149.53
I0001824,O001358,P0074,1,353.45,353.45
I0001825,O001359,P0024,2,301.6,603.2
I0001826,O001359,P0004,3,460.67,1382.01
I0001827,O001360,P0010,1,181.83,181.83
I0001828,O001361,P0052,2,483.02,966.04
I0001829,O001361,P0025,1,334.53,334.53
I0001830,O001361,P0058,1,160.02,160.02
I0001831,O001362,P0015,2,339.94,679.88
I0001832,O001363,P0051,1,175.7,175.7
I0001833,O001364,P0029,1,342.5,342.5
I0001834,O001365,P0029,1,316.29,316.29
I0001835,O001365,P0045,1,346.21,346.21
I0001836,O001366,P0022,1,586.9,586.9
I0001837,O001367,P0065,1,219.48,219.48
I0001838,O001367,P0070,1,200.01,200.01
I0001839,O001368,P0014,3,341.17,1023.51
I0001840,O001368,P0073,1,384.99,384.99
I0001841,O001369,P0034,1,195.91,195.91
I0001842,O001370,P0032,1,58.91,58.91
I0001843,O001370,P0046,2,480.55,961.1
I0001844,O001370,P0009,1,276.67,276.67
I0001845,O001371,P0075,2,642.08,1284.16
I0001846,O001371,P0065,1,218.15,218.15
I0001847,O001372,P0055,1,444.42,444.42
I0001848,O001373,P0008,2,646.7,1293.4
I0001849,O001373,P0057,1,190.78,190.78
I0001850,O001374,P0059,1,589.79,589.79
I0001851,O001375,P0058,1,172.56,172.56
I0001852,O001376,P0052,1,523.4,523.4
I0001853,O001377,P0019,1,55.88,55.88
I0001854,O001378,P0069,2,215.69,431.38
I0001855,O001379,P0046,1,432.64,432.64
I0001856,O001379,P0002,1,262.83,262.83
I0001857,O001380,P0060,1,575.04,575.04
I0001858,O001380,P0018,1,172.87,172.87
I0001859,O001381,P0042,1,524.61,524.61
I0001860,O001382,P0056,1,614.16,614.16
I0001861,O001383,P0013,1,49.35,49.35
I0001862,O001384,P0008,2,595.79,1191.58
I0001863,O001385,P0042,1,550.23,550.23
I0001864,O001385,P0056,1,629.79,629.79
I0001865,O001385,P0062,1,342.08,342.08
I0001866,O001386,P0048,1,227.65,227.65
I0001867,O001387,P0052,1,571.69,571.69
I0001868,O001388,P0012,2,573.25,1146.5
I0001869,O001389,P0054,1,66.91,66.91
I0001870,O001390,P0007,1,339.42,339.42
I0001871,O001390,P0075,1,645.36,645.36
I0001872,O001391,P0032,1,52.22,52.22
I0001873,O001392,P0001,1,514.96,514.96
I0001874,O001393,P0015,2,360.88,721.76
I0001875,O001394,P0046,1,459.67,459.67
I0001876,O001395,P0029,1,310.24,310.24
I0001877,O001396,P0012,3,589.04,1767.12
I0001878,O001397,P0060,1,607.27,607.27
I0001879,O001398,P0033,1,299.2,299.2
I0001880,O001399,P0071,1,669.76,669.76
I0001881,O001400,P0022,1,576.69,576.69
I0001882,O001401,P0026,2,312.0,624.0
I0001883,O001401,P0065,1,217.23,217.23
I0001884,O001402,P0018,1,151.43,151.43
I0001885,O001402,P0054,1,58.73,58.73
I0001886,O001403,P0041,1,155.41,155.41
I0001887,O001403,P0062,1,385.98,385.98
I0001888,O001404,P0055,1,417.67,417.67
I0001889,O001405,P0036,1,232.18,232.18
I0001890,O001406,P0054,2,67.13,134.26
I0001891,O001406,P0033,1,343.22,343.22
I0001892,O001407,P0067,1,246.55,246.55
I0001893,O001408,P0002,1,257.32,257.32
I0001894,O001408,P0067,1,262.29,262.29
I0001895,O001409,P0005,1,202.32,202.32
I0001896,O001410,P0028,1,499.09,499.09
I0001897,O001411,P0061,1,264.88,264.88
I0001898,O001411,P0074,1,410.37,410.37
I0001899,O001412,P0050,1,172.62,172.62
I0001900,O001412,P0061,1,260.09,260.09
I0001901,O001413,P0016,1,211.79,211.79
I0001902,O001414,P0004,1,394.38,394.38
I0001903,O001414,P0053,1,188.99,188.99
I0001904,O001415,P0011,1,141.99,141.99
I0001905,O001416,P0027,1,391.62,391.62
I0001906,O001416,P0030,2,478.7,957.4
I0001907,O001417,P0069,1,231.16,231.16
I0001908,O001418,P0003,1,555.52,555.52
I0001909,O001419,P0044,2,256.23,512.46
I0001910,O001420,P0036,2,264.75,529.5
I0001911,O001420,P0032,2,57.64,115.28
I0001912,O001421,P0050,3,162.46,487.38
I0001913,O001421,P0049,1,483.29,483.29
I0001914,O001422,P0019,1,46.76,46.76
I0001915,O001422,P0066,2,502.75,1005.5
I0001916,O001423,P0007,1,362.21,362.21
I0001917,O001424,P0023,1,45.06,45.06
I0001918,O001425,P0075,3,659.18,1977.54
I0001919,O001426,P0015,1,370.15,370.15
I0001920,O001427,P0018,2,157.97,315.94
I0001921,O001428,P0034,1,171.0,171.0
I0001922,O001429,P0063,2,146.89,293.78
I0001923,O001430,P0048,1,228.14,228.14
I0001924,O001431,P0058,1,167.28,167.28
I0001925,O001432,P0032,1,59.29,59.29
I0001926,O001432,P0049,2,503.41,1006.82
I0001927,O001433,P0057,2,186.28,372.56
I0001928,O001434,P0019,1,55.71,55.71
I0001929,O001435,P0026,3,291.2,873.6
I0001930,O001436,P0010,1,183.08,183.08
I0001931,O001437,P0033,1,320.95,320.95
I0001932,O001438,P0073,1,444.24,444.24
I0001933,O001438,P0075,1,663.24,663.24
I0001934,O001438,P0053,2,224.87,449.74
I0001935,O001439,P0042,1,544.7,544.7
I0001936,O001440,P0056,1,581.72,581.72
I0001937,O001441,P0026,1,322.55,322.55
I0001938,O001442,P0039,1,604.69,604.69
I0001939,O001443,P0030,2,554.78,1109.56
I0001940,O001443,P0005,1,201.05,201.05
I0001941,O001444,P0061,1,256.77,256.77
I0001942,O001444,P0017,1,266.31,266.31
I0001943,O001445,P0043,1,579.1,579.1
I0001944,O001445,P0020,1,498.11,498.11
I0001945,O001446,P0052,2,538.63,1077.26
I0001946,O001446,P0017,3,290.83,872.49
I0001947,O001447,P0061,1,238.54,238.54
I0001948,O001448,P0062,1,388.79,388.79
I0001949,O001449,P0016,1,223.7,223.7
I0001950,O001450,P0007,1,360.97,360.97
I0001951,O001451,P0023,1,41.36,41.36
I0001952,O001451,P0006,1,61.14,61.14
I0001953,O001452,P0024,2,307.57,615.14
I0001954,O001453,P0069,1,207.42,207.42
I0001955,O001454,P0010,2,184.81,369.62
I0001956,O001455,P0045,1,316.22,316.22
I0001957,O001456,P0045,1,298.65,298.65
I0001958,O001457,P0047,1,169.19,169.19
I0001959,O001458,P0002,1,272.87,272.87
I0001960,O001459,P0023,1,43.11,43.11
I0001961,O001460,P0048,2,225.81,451.62
I0001962,O001461,P0020,1,490.34,490.34
I0001963,O001462,P0031,1,464.93,464.93
I0001964,O001462,P0044,1,243.44,243.44
I0001965,O001463,P0056,1,656.15,656.15
I0001966,O001463,P0063,1,159.62,159.62
I0001967,O001464,P0037,2,267.78,535.56
I0001968,O001465,P0072,1,430.62,430.62
I0001969,O001466,P0021,1,92.81,92.81
I0001970,O001466,P0019,1,46.81,46.81
I0001971,O001466,P0003,1,545.78,545.78
I0001972,O001467,P0018,2,179.55,359.1
I0001973,O001468,P0074,1,412.03,412.03
I0001974,O001468,P0035,2,398.84,797.68
I0001975,O001469,P0030,3,492.53,1477.59
I0001976,O001470,P0050,1,154.97,154.97
I0001977,O001471,P0006,1,57.68,57.68
I0001978,O001472,P0006,1,62.87,62.87
I0001979,O001473,P0048,1,232.54,232.54
I0001980,O001474,P0069,1,207.61,207.61
I0001981,O001475,P0035,3,369.59,1108.77
I0001982,O001476,P0066,1,482.26,482.26
I0001983,O001477,P0037,1,286.22,286.22
I0001984,O001478,P0041,1,159.02,159.02
I0001985,O001479,P0038,1,282.45,282.45
I0001986,O001480,P0004,1,458.25,458.25
I0001987,O001481,P0013,1,43.97,43.97
I0001988,O001482,P0040,1,168.35,168.35
I0001989,O001483,P0060,1,543.16,543.16
I0001990,O001484,P0039,2,541.95,1083.9
I0001991,O001485,P0064,1,477.85,477.85
I0001992,O001485,P0034,1,197.38,197.38
I0001993,O001486,P0012,1,656.47,656.47
I0001994,O001486,P0070,2,184.37,368.74
I0001995,O001487,P0062,2,342.66,685.32
I0001996,O001487,P0028,1,544.97,544.97
I0001997,O001488,P0059,1,616.37,616.37
I0001998,O001488,P0049,1,488.61,488.61
I0001999,O001489,P0019,1,49.18,49.18
I0002000,O001490,P0023,1,41.02,41.02
I0002001,O001491,P0062,1,356.38,356.38
I0002002,O001492,P0073,1,422.21,422.21
I0002003,O001493,P0032,1,52.04,52.04
I0002004,O001493,P0028,1,558.29,558.29
I0002005,O001494,P0054,3,61.57,184.71
I0002006,O001494,P0065,1,205.68,205.68
I0002007,O001494,P0005,2,210.54,421.08
I0002008,O001495,P0039,1,529.17,529.17
I0002009,O001496,P0035,1,389.56,389.56
I0002010,O001496,P0003,1,600.71,600.71
I0002011,O001497,P0021,2,86.41,172.82
I0002012,O001497,P0002,1,300.08,300.08
I0002013,O001498,P0010,1,173.59,173.59
I0002014,O001498,P0037,1,297.09,297.09
I0002015,O001498,P0074,1,422.25,422.25
I0002016,O001499,P0010,1,194.93,194.93
I0002017,O001500,P0027,1,388.45,388.45
I0002018,O001501,P0013,1,50.32,50.32
I0002019,O001501,P0017,1,299.43,299.43
I0002020,O001502,P0030,1,485.75,485.75
I0002021,O001502,P0033,1,315.43,315.43
I0002022,O001502,P0003,1,618.87,618.87
I0002023,O001503,P0023,2,46.4,92.8
I0002024,O001504,P0065,1,223.28,223.28
I0002025,O001505,P0038,1,276.02,276.02
I0002026,O001506,P0060,1,571.64,571.64
I0002027,O001507,P0070,1,180.55,180.55
I0002028,O001508,P0019,1,50.68,50.68
I0002029,O001509,P0036,1,263.14,263.14
I0002030,O001510,P0023,1,42.19,42.19
I0002031,O001511,P0017,1,267.95,267.95
I0002032,O001511,P0038,1,266.82,266.82
I0002033,O001512,P0061,2,226.57,453.14
I0002034,O001513,P0041,2,170.31,340.62
I0002035,O001513,P0061,1,273.93,273.93
I0002036,O001514,P0008,1,652.3,652.3
I0002037,O001515,P0036,1,263.27,263.27
I0002038,O001515,P0009,1,266.5,266.5
I0002039,O001516,P0063,2,154.98,309.96
I0002040,O001516,P0018,1,158.91,158.91
I0002041,O001517,P0046,1,442.21,442.21
I0002042,O001518,P0029,1,340.94,340.94
I0002043,O001519,P0019,1,55.04,55.04
I0002044,O001520,P0036,1,273.5,273.5
I0002045,O001521,P0047,3,151.28,453.84
I0002046,O001522,P0067,1,227.68,227.68
I0002047,O001523,P0029,1,354.93,354.93
I0002048,O001524,P0062,1,370.66,370.66
I0002049,O001525,P0012,1,671.78,671.78
I0002050,O001526,P0047,2,165.85,331.7
I0002051,O001527,P0061,1,257.35,257.35
I0002052,O001528,P0055,1,399.78,399.78
I0002053,O001529,P0042,1,476.31,476.31
I0002054,O001530,P0070,2,210.06,420.12
I0002055,O001530,P0006,1,52.41,52.41
I0002056,O001531,P0050,2,160.41,320.82
I0002057,O001531,P0022,1,612.03,612.03
I0002058,O001531,P0052,1,534.08,534.08
I0002059,O001532,P0024,1,295.05,295.05
I0002060,O001533,P0020,2,541.28,1082.56
I0002061,O001534,P0004,1,412.25,412.25
I0002062,O001534,P0063,1,171.24,171.24
I0002063,O001535,P0019,1,52.96,52.96
I0002064,O001536,P0059,2,574.34,1148.68
I0002065,O001537,P0029,1,341.83,341.83
I0002066,O001537,P0025,1,369.41,369.41
I0002067,O001538,P0044,1,268.65,268.65
I0002068,O001539,P0029,1,343.16,343.16
I0002069,O001540,P0009,1,252.15,252.15
I0002070,O001541,P0026,1,304.17,304.17
I0002071,O001541,P0052,1,557.73,557.73
I0002072,O001542,P0039,2,566.31,1132.62
I0002073,O001543,P0030,1,522.9,522.9
I0002074,O001543,P0055,1,378.99,378.99
I0002075,O001544,P0016,1,252.47,252.47
I0002076,O001545,P0051,3,191.86,575.58
I0002077,O001546,P0021,3,86.08,258.24
I0002078,O001547,P0033,1,324.66,324.66
I0002079,O001548,P0033,1,333.76,333.76
I0002080,O001549,P0015,1,310.16,310.16
I0002081,O001549,P0055,1,390.58,390.58
I0002082,O001550,P0013,2,46.32,92.64
I0002083,O001550,P0030,1,528.38,528.38
I0002084,O001551,P0058,1,164.78,164.78
I0002085,O001552,P0004,2,414.16,828.32
I0002086,O001553,P0024,1,269.85,269.85
I0002087,O001553,P0015,1,341.24,341.24
I0002088,O001554,P0031,1,546.05,546.05
I0002089,O001554,P0036,1,269.59,269.59
I0002090,O001555,P0006,1,62.87,62.87
I0002091,O001556,P0061,2,256.84,513.68
I0002092,O001557,P0032,1,53.87,53.87
I0002093,O001558,P0015,1,343.27,343.27
I0002094,O001558,P0071,1,575.71,575.71
I0002095,O001559,P0021,1,90.75,90.75
I0002096,O001560,P0071,1,570.98,570.98
I0002097,O001560,P0042,2,504.38,1008.76
I0002098,O001561,P0071,1,566.37,566.37
I0002099,O001562,P0009,1,264.55,264.55
I0002100,O001562,P0033,1,311.44,311.44
I0002101,O001562,P0047,1,166.4,166.4
I0002102,O001563,P0041,1,151.1,151.1
I0002103,O001564,P0013,1,43.95,43.95
I0002104,O001565,P0012,2,583.03,1166.06
I0002105,O001566,P0013,1,49.87,49.87
I0002106,O001567,P0071,1,549.68,549.68
I0002107,O001568,P0026,1,279.18,279.18
I0002108,O001569,P0043,2,559.09,1118.18
I0002109,O001570,P0053,1,190.35,190.35
I0002110,O001571,P0032,1,58.15,58.15
I0002111,O001572,P0017,1,258.06,258.06
I0002112,O001573,P0027,1,363.77,363.77
I0002113,O001574,P0032,1,52.81,52.81
I0002114,O001575,P0039,1,544.52,544.52
I0002115,O001576,P0075,3,574.93,1724.79
I0002116,O001577,P0047,1,162.89,162.89
I0002117,O001578,P0052,1,485.85,485.85
I0002118,O001578,P0048,1,241.45,241.45
I0002119,O001578,P0043,3,601.97,1805.91
I0002120,O001579,P0048,1,219.62,219.62
I0002121,O001580,P0051,1,188.01,188.01
I0002122,O001580,P0056,1,636.42,636.42
I0002123,O001581,P0044,1,241.61,241.61
I0002124,O001582,P0059,2,628.83,1257.66
I0002125,O001583,P0053,1,206.58,206.58
I0002126,O001584,P0031,1,526.41,526.41
I0002127,O001585,P0066,1,495.2,495.2
I0002128,O001586,P0001,2,499.85,999.7
I0002129,O001587,P0074,1,426.4,426.4
I0002130,O001587,P0027,3,386.99,1160.97
I0002131,O001588,P0075,1,629.39,629.39
I0002132,O001588,P0022,1,599.19,599.19
I0002133,O001589,P0039,1,587.41,587.41
I0002134,O001589,P0002,1,302.41,302.41
I0002135,O001590,P0012,1,607.46,607.46
I0002136,O001591,P0014,3,294.61,883.83
I0002137,O001592,P0005,1,201.64,201.64
I0002138,O001592,P0011,3,132.25,396.75
I0002139,O001593,P0037,2,294.74,589.48
I0002140,O001593,P0006,1,52.66,52.66
I0002141,O001594,P0070,1,196.26,196.26
I0002142,O001595,P0054,1,63.34,63.34
I0002143,O001595,P0016,1,253.39,253.39
I0002144,O001596,P0043,1,588.7,588.7
I0002145,O001597,P0013,1,52.42,52.42
I0002146,O001598,P0012,2,566.75,1133.5
I0002147,O001599,P0001,1,568.05,568.05
I0002148,O001600,P0041,1,162.39,162.39
I0002149,O001601,P0025,1,391.51,391.51
I0002150,O001601,P0010,1,195.08,195.08
I0002151,O001602,P0020,1,503.5,503.5
I0002152,O001603,P0056,3,589.7,1769.1
I0002153,O001604,P0040,2,159.15,318.3
I0002154,O001605,P0036,1,275.71,275.71
I0002155,O001606,P0004,1,431.12,431.12
I0002156,O001606,P0048,1,220.88,220.88
I0002157,O001606,P0014,1,329.73,329.73
I0002158,O001607,P0012,1,599.96,599.96
I0002159,O001608,P0006,1,61.4,61.4
I0002160,O001609,P0054,2,59.82,119.64
I0002161,O001610,P0053,1,213.61,213.61
I0002162,O001610,P0070,3,212.25,636.75
I0002163,O001611,P0016,2,239.38,478.76
I0002164,O001611,P0045,1,302.76,302.76
I0002165,O001612,P0068,1,292.66,292.66
I0002166,O001612,P0025,1,336.08,336.08
I0002167,O001613,P0014,1,346.96,346.96
I0002168,O001614,P0057,1,181.54,181.54
I0002169,O001614,P0019,1,56.22,56.22
I0002170,O001615,P0006,1,56.93,56.93
I0002171,O001616,P0043,1,566.22,566.22
I0002172,O001617,P0061,1,266.06,266.06
I0002173,O001618,P0029,1,311.31,311.31
I0002174,O001619,P0013,1,49.76,49.76
I0002175,O001620,P0041,2,164.58,329.16
I0002176,O001621,P0036,1,274.7,274.7
I0002177,O001622,P0020,1,557.3,557.3
I0002178,O001623,P0035,1,391.36,391.36
I0002179,O001624,P0039,1,558.03,558.03
I0002180,O001625,P0039,1,589.23,589.23
I0002181,O001626,P0019,2,48.53,97.06
I0002182,O001627,P0014,1,307.74,307.74
I0002183,O001627,P0042,1,567.54,567.54
I0002184,O001628,P0048,1,212.31,212.31
I0002185,O001629,P0029,2,317.83,635.66
I0002186,O001630,P0056,1,679.16,679.16
I0002187,O001631,P0017,1,253.21,253.21
I0002188,O001632,P0027,1,433.26,433.26
I0002189,O001633,P0021,1,91.57,91.57
I0002190,O001633,P0065,2,200.78,401.56
I0002191,O001634,P0048,1,223.39,223.39
I0002192,O001635,P0049,1,478.12,478.12
I0002193,O001635,P0036,1,247.44,247.44
I0002194,O001636,P0045,1,356.54,356.54
I0002195,O001637,P0010,1,172.68,172.68
I0002196,O001637,P0037,1,311.63,311.63
I0002197,O001638,P0014,2,330.16,660.32
I0002198,O001639,P0054,1,56.91,56.91
I0002199,O001640,P0008,1,585.11,585.11
I0002200,O001641,P0062,1,347.86,347.86
I0002201,O001642,P0018,1,171.0,171.0
I0002202,O001643,P0040,1,160.48,160.48
I0002203,O001644,P0020,2,547.1,1094.2
I0002204,O001645,P0027,1,393.28,393.28
I0002205,O001646,P0073,1,451.81,451.81
I0002206,O001647,P0046,1,443.58,443.58
I0002207,O001647,P0021,1,90.01,90.01
I0002208,O001648,P0041,3,176.09,528.27
I0002209,O001648,P0045,1,347.33,347.33
I0002210,O001648,P0029,1,317.3,317.3
I0002211,O001649,P0036,2,258.72,517.44
I0002212,O001650,P0017,3,271.3,813.9
I0002213,O001651,P0058,2,164.0,328.0
I0002214,O001652,P0035,2,332.42,664.84
I0002215,O001653,P0026,1,307.18,307.18
I0002216,O001654,P0048,2,214.62,429.24
I0002217,O001654,P0015,1,341.19,341.19
I0002218,O001655,P0019,1,54.24,54.24
I0002219,O001655,P0032,1,50.64,50.64
I0002220,O001655,P0025,1,385.25,385.25
I0002221,O001656,P0053,1,213.55,213.55
I0002222,O001657,P0065,2,191.31,382.62
I0002223,O001658,P0003,2,572.55,1145.1
I0002224,O001659,P0043,1,587.73,587.73
I0002225,O001660,P0036,1,232.22,232.22
I0002226,O001660,P0073,2,383.33,766.66
I0002227,O001661,P0001,1,505.84,505.84
I0002228,O001661,P0010,1,179.3,179.3
I0002229,O001662,P0005,1,218.75,218.75
I0002230,O001663,P0028,2,477.59,955.18
I0002231,O001664,P0007,1,370.16,370.16
I0002232,O001665,P0058,1,144.7,144.7
I0002233,O001665,P0071,2,553.89,1107.78
I0002234,O001666,P0014,1,294.56,294.56
I0002235,O001667,P0061,2,245.47,490.94
I0002236,O001668,P0004,3,423.44,1270.32
I0002237,O001668,P0043,1,588.02,588.02
I0002238,O001669,P0047,3,179.59,538.77
I0002239,O001670,P0062,1,337.78,337.78
I0002240,O001670,P0043,1,656.31,656.31
I0002241,O001671,P0020,2,509.43,1018.86
I0002242,O001672,P0033,1,328.13,328.13
I0002243,O001673,P0031,1,505.81,505.81
I0002244,O001674,P0059,1,572.08,572.08
I0002245,O001675,P0016,1,223.74,223.74
I0002246,O001675,P0065,1,205.78,205.78
I0002247,O001676,P0036,1,263.63,263.63
I0002248,O001676,P0019,1,55.86,55.86
I0002249,O001677,P0055,2,433.33,866.66
I0002250,O001678,P0052,1,526.74,526.74
I0002251,O001679,P0047,1,177.93,177.93
I0002252,O001680,P0024,1,264.14,264.14
I0002253,O001681,P0062,1,363.71,363.71
I0002254,O001682,P0013,1,47.25,47.25
I0002255,O001683,P0044,2,280.82,561.64
I0002256,O001683,P0059,1,583.44,583.44
I0002257,O001684,P0061,1,266.97,266.97
I0002258,O001685,P0027,1,433.6,433.6
I0002259,O001686,P0051,1,173.5,173.5
I0002260,O001687,P0019,1,50.75,50.75
I0002261,O001688,P0044,1,275.97,275.97
I0002262,O001689,P0026,3,296.65,889.95
I0002263,O001690,P0008,1,559.74,559.74
I0002264,O001691,P0069,1,245.22,245.22
I0002265,O001691,P0006,1,59.59,59.59
I0002266,O001691,P0023,1,41.37,41.37
I0002267,O001692,P0029,1,324.02,324.02
I0002268,O001693,P0018,1,164.19,164.19
I0002269,O001694,P0045,1,346.93,346.93
I0002270,O001694,P0029,3,299.21,897.63
I0002271,O001695,P0026,1,314.8,314.8
I0002272,O001696,P0030,1,520.9,520.9
I0002273,O001697,P0013,1,48.03,48.03
I0002274,O001698,P0046,1,473.68,473.68
I0002275,O001699,P0057,1,183.21,183.21
I0002276,O001700,P0024,1,295.57,295.57
I0002277,O001701,P0069,1,216.04,216.04
I0002278,O001702,P0004,1,394.47,394.47
I0002279,O001703,P0062,1,346.69,346.69
I0002280,O001704,P0069,1,230.43,230.43
I0002281,O001705,P0024,1,292.93,292.93
I0002282,O001706,P0003,1,581.61,581.61
I0002283,O001707,P0051,2,165.3,330.6
I0002284,O001708,P0025,1,349.18,349.18
I0002285,O001709,P0026,2,324.95,649.9
I0002286,O001709,P0003,2,588.57,1177.14
I0002287,O001709,P0018,1,158.61,158.61
I0002288,O001710,P0042,1,549.54,549.54
I0002289,O001711,P0053,1,223.25,223.25
I0002290,O001712,P0048,1,216.35,216.35
I0002291,O001713,P0066,1,500.19,500.19
I0002292,O001714,P0071,1,652.47,652.47
I0002293,O001714,P0055,2,395.07,790.14
I0002294,O001715,P0047,1,147.75,147.75
I0002295,O001716,P0033,1,342.87,342.87
I0002296,O001717,P0008,1,642.97,642.97
I0002297,O001718,P0023,2,44.95,89.9
I0002298,O001719,P0041,1,172.18,172.18
I0002299,O001720,P0045,1,296.04,296.04
I0002300,O001721,P0027,1,424.99,424.99
I0002301,O001722,P0029,1,337.27,337.27
I0002302,O001723,P0022,1,572.52,572.52
I0002303,O001724,P0015,1,345.58,345.58
I0002304,O001725,P0056,3,665.9,1997.7
I0002305,O001726,P0045,1,337.65,337.65
I0002306,O001726,P0046,1,470.98,470.98
I0002307,O001727,P0057,1,162.41,162.41
I0002308,O001728,P0022,1,562.48,562.48
I0002309,O001728,P0055,1,379.58,379.58
I0002310,O001729,P0008,1,583.66,583.66
I0002311,O001730,P0043,1,597.1,597.1
I0002312,O001731,P0013,2,52.54,105.08
I0002313,O001732,P0012,1,631.56,631.56
I0002314,O001733,P0071,1,636.52,636.52
I0002315,O001734,P0009,1,244.54,244.54
I0002316,O001735,P0032,1,56.77,56.77
I0002317,O001736,P0019,1,47.92,47.92
I0002318,O001737,P0021,1,97.15,97.15
I0002319,O001738,P0010,2,178.14,356.28
I0002320,O001739,P0058,1,155.63,155.63
I0002321,O001740,P0023,1,45.11,45.11
I0002322,O001741,P0045,1,325.97,325.97
I0002323,O001741,P0008,1,603.47,603.47
I0002324,O001741,P0022,1,644.32,644.32
I0002325,O001742,P0069,1,208.19,208.19
I0002326,O001743,P0032,1,50.68,50.68
I0002327,O001744,P0010,1,188.15,188.15
I0002328,O001744,P0050,1,160.82,160.82
I0002329,O001745,P0032,1,55.14,55.14
I0002330,O001745,P0049,1,544.62,544.62
I0002331,O001746,P0013,2,52.68,105.36
I0002332,O001747,P0069,2,215.92,431.84
I0002333,O001748,P0011,1,148.42,148.42
I0002334,O001749,P0050,2,173.54,347.08
I0002335,O001750,P0065,1,216.79,216.79
I0002336,O001751,P0057,1,159.96,159.96
I0002337,O001751,P0070,1,188.62,188.62
I0002338,O001752,P0037,1,318.77,318.77
I0002339,O001753,P0015,1,341.06,341.06
I0002340,O001754,P0051,3,190.54,571.62
I0002341,O001755,P0050,2,160.63,321.26
I0002342,O001755,P0066,1,503.19,503.19
I0002343,O001755,P0062,1,334.99,334.99
I0002344,O001756,P0011,1,142.26,142.26
I0002345,O001757,P0008,1,628.05,628.05
I0002346,O001758,P0011,1,131.0,131.0
I0002347,O001759,P0075,1,658.54,658.54
I0002348,O001760,P0033,1,305.82,305.82
I0002349,O001760,P0074,1,399.05,399.05
I0002350,O001761,P0053,2,226.5,453.0
I0002351,O001762,P0056,1,666.22,666.22
I0002352,O001762,P0010,2,193.2,386.4
I0002353,O001762,P0064,1,506.07,506.07
I0002354,O001763,P0046,1,475.89,475.89
I0002355,O001763,P0058,1,160.44,160.44
I0002356,O001763,P0023,1,40.38,40.38
I0002357,O001764,P0075,2,551.71,1103.42
I0002358,O001765,P0022,1,647.14,647.14
I0002359,O001765,P0015,1,338.65,338.65
I0002360,O001766,P0006,1,61.13,61.13
I0002361,O001766,P0040,1,182.57,182.57
I0002362,O001767,P0031,1,542.77,542.77
I0002363,O001768,P0019,2,54.71,109.42
I0002364,O001769,P0072,2,421.83,843.66
I0002365,O001770,P0024,1,282.2,282.2
I0002366,O001771,P0072,1,437.07,437.07
I0002367,O001772,P0006,1,60.6,60.6
I0002368,O001772,P0055,1,388.43,388.43
I0002369,O001772,P0040,1,184.55,184.55
I0002370,O001773,P0012,1,614.34,614.34
I0002371,O001774,P0018,1,171.7,171.7
I0002372,O001775,P0035,1,371.47,371.47
I0002373,O001776,P0056,1,568.41,568.41
I0002374,O001776,P0041,2,150.0,300.0
I0002375,O001777,P0004,1,402.08,402.08
I0002376,O001778,P0012,1,615.13,615.13
I0002377,O001778,P0016,1,254.08,254.08
I0002378,O001779,P0070,1,182.97,182.97
I0002379,O001780,P0008,1,564.41,564.41
I0002380,O001780,P0066,2,503.24,1006.48
I0002381,O001780,P0023,1,40.23,40.23
I0002382,O001781,P0031,1,494.74,494.74
I0002383,O001781,P0062,1,405.93,405.93
I0002384,O001781,P0049,1,551.75,551.75
I0002385,O001782,P0070,2,188.0,376.0
I0002386,O001783,P0001,1,541.19,541.19
I0002387,O001784,P0030,3,505.07,1515.21
I0002388,O001785,P0047,2,153.29,306.58
